Word,ExcludedSenses,WordnetSenses,WordnetSubsenses,Notes,Examples,Syntax1,Syntax2,Syntax3,Semantics1,Semantics2,Semantics3,ThRole1,ThRole2,ThRole3
pile,#,1,2,#,Kim piles the books on the desk/Kim piled the desk with books,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
pile,#,1,2,#,Kim piles the books on the desk/Kim piled the desk with books,NP,NP,#,sentient,location,#,AGNT,LOC,
pilot,#,1 2,#,#,Kim piloted the plane,NP,NP,#,sentient,vehicle,#,AGNT,PTNT,
pin,4,1 2 3,#,sense 4 = chess term,Kim pinned the poster to the wall,NP,NP,PP(to),sentient,physobj,location,AGNT,THME,LOC
pin,4,1 2 3,#,sense 4 = chess term,Kim pinned the poster to the wall,NP,NPcoll,#,sentient,physobj,#,AGNT,THME,
pin,4,1 2 3,#,sense 4 = chess term,Kim pinned the poster to the wall,NP,NP,Adj,sentient,physobj,*,AGNT,THME,RSLT
pinch,4,1 2,#,sense 4 excluded as specialized,Kim pinched Mary's arm,NP,NP,#,animate,physobj,#,AGNT,THME,
pinch,4,1 2,#,sense 4 excluded as specialized,Kim pinched Mary's arm,NP,#,#,animate,#,#,AGNT,#,
pinch,4,3,#,#,Kim pinched a cake from the deli/Kim pinched a cake from Mary,NP,NP,PP(from),sentient,physobj,sentient,AGNT,PTNT,SRCE
pinch,4,3,#,#,Kim pinched a cake from the deli/Kim pinched a cake from Mary,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
pinch,4,3,#,#,Kim pinched a cake from the deli/Kim pinched a cake from Mary,NP,NP,PP(from),sentient,physobj,location,AGNT,PTNT,LOC
pine,#,1,#,#,Kim pined for a drink,NP,PP(for),#,sentient,*,#,EXPR,THME,
pink,#,1,#,#,The engine pinked,NP,#,#,physobj,#,#,EFNT,#,
pink,#,2,#,#,Kim pinked the fabric with shears,NP,NP,#,physobj,physobj,#,INST,PTNT,
pink,#,2,#,#,Kim pinked the fabric with shears,NP,Adv,#,physobj,#,#,INST,#,
pink,#,2,#,#,Kim pinked the fabric with shears,NP,Adv,#,physobj,#,#,PTNT,#,
pink,#,2,#,#,Kim pinked the fabric with shears,NP,NP,PP(with),*,physobj,physobj,EFNT,PTNT,INST
pink,#,2,#,#,Kim pinked the fabric with shears,NP,NP,#,*,physobj,#,EFNT,PTNT,
pinpoint,#,1,#,#,Kim pinpointed the hotel,NP,NP,#,sentient,*,#,AGNT,PTNT,
pipe,4,1 3,#,sense 4 excluded as rare ,Kim piped,NP,#,#,physobj,#,#,EFNT,#,
pipe,4,2,#,#,This company pipes oil to Nevada,NP,NP,PP(to),sentient,physobj,location,AGNT,THME,LOC
pipe,4,2,#,#,This company pipes oil to Nevada,NP,NP,#,sentient,physobj,#,AGNT,THME,
pitch,5 6 7,1,#,"excluded 7 = rare

5 6 may deserve attention",Kim pitched the ball to Mary,NP,NP,#,sentient,physobj,#,AGNT,THME,
pitch,5 6 7,1,#,"excluded 7 = rare

5 6 may deserve attention",Kim pitched the ball to Mary,NP,NP,PP,sentient,physobj,sentient,AGNT,THME,RCPT
pitch,5 6 7,1,#,"excluded 7 = rare

5 6 may deserve attention",Kim pitched the ball to Mary,NP,NP,PP,sentient,physobj,location,AGNT,THME,Path
pitch,5 6 7,1,#,"excluded 7 = rare

5 6 may deserve attention",Kim pitched the ball to Mary,NP,NP,PP,sentient,physobj,location,AGNT,THME,Goal
pitch,5 6 7,10,#,#,Kim pitched her hat at a strange angle,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
pitch,5 6 7,11,#,#,Kim pitched her campaign at the younger generation,NP,NP,PP,sentient,*,*,AGNT,PTNT,Goal
pitch,5 6 7,2 3 4,#,#,The boat pitched,NP,#,#,sentient,#,#,AGNT,#,
pitch,5 6 7,9,#,#,Kim pitched her tent,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
pity,#,1,#,#,Kim pitied Mary,NP,NP,#,sentient,*,#,EXPR,Experienced,
place,5 6 8 9 10 11 12 14,1 2 4 7 13,3,"3 = figurative subsense

excluded = 5 6 8 9 12 14 = obscure

10 and 11  require support verbs and are usually in the negative - eg I can't quite place him",Kim placed the book on the table,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
plan,#,1 2 3 4,#,#,Kim planned the party as a surprise,NP,NP,PP(as),sentient,*,*,AGNT,THME,THME
plant,3 4,1 5,5," 5 = figurative subsense

3 and 4 excluded as obscure",Kim planted flowers in the garden/Kim planted the garden with flowers,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
plant,3 4,1 5,5," 5 = figurative subsense

3 and 4 excluded as obscure",Kim planted flowers in the garden/Kim planted the garden with flowers,NP,NP,#,sentient,location,#,AGNT,LOC,
plant,3 4,1 5,5," 5 = figurative subsense

3 and 4 excluded as obscure",Kim planted flowers in the garden/Kim planted the garden with flowers,NP,NP,#,animate,location,#,EFNT,LOC,
plant,3 4,1 5,5," 5 = figurative subsense

3 and 4 excluded as obscure",Kim planted flowers in the garden/Kim planted the garden with flowers,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
plate,#,1,#,#,The jeweller plated the ring with gold,NP,NP,#,animate,location,#,EFNT,LOC,
plate,#,1,#,#,The jeweller plated the ring with gold,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
plate,#,1,#,#,The jeweller plated the ring with gold,NP,NP,#,*,location,#,THME,LOC,
play,7 8 16 19 23 25,1 2 3 5 6 9 20 12 13 14 15 17 20,#,"sense 21 also but unable to fit it in senses field 

senses 7 8 16 19 23 25 excluded as obscure or specialized",Kim played the guitar/chess,NP,NP,#,sentient,*,#,AGNT,RSLT,
play,7 8 16 19 23 25,4 11 18 24,22,"template added to allow sentient subj to play with * obj, and to allow animate subj to play with inst eg  the dog played with the ball",Kim played with Mary/Kim and Mary played,NP,#,#,sentient,#,#,AGNT,#,
play,7 8 16 19 23 25,4 11 18 24,22,"template added to allow sentient subj to play with * obj, and to allow animate subj to play with inst eg  the dog played with the ball",Kim played with Mary/Kim and Mary played,NP,PP(with),#,animate,physobj,#,AGNT,INST,
play,7 8 16 19 23 25,4 11 18 24,22,"template added to allow sentient subj to play with * obj, and to allow animate subj to play with inst eg  the dog played with the ball",Kim played with Mary/Kim and Mary played,NP,PP(with),#,sentient,sentient,#,AGNT,PTNT,
play,7 8 16 19 23 25,4 11 18 24,22,"template added to allow sentient subj to play with * obj, and to allow animate subj to play with inst eg  the dog played with the ball",Kim played with Mary/Kim and Mary played,NP,PP(with),#,sentient,*,#,AGNT,PTNT,
plead,#,1 2 3 4,#,#,Kim pleaded with Mary/ Kim pleaded innocent,NP,PP(with),PP(for),sentient,sentient,*,AGNT,Addressee,RSLT
plead,#,1 2 3 4,#,#,Kim pleaded with Mary/ Kim pleaded innocent,NP,#,#,sentient,#,#,AGNT,#,
plead,#,1 2 3 4,#,#,Kim pleaded with Mary/ Kim pleaded innocent,NP,VPinf,#,sentient,*,#,AGNT,RSLT,
plead,#,1 2 3 4,#,#,Kim pleaded with Mary/ Kim pleaded innocent,NP,PP(for),#,sentient,*,#,AGNT,RSLT,
plead,#,1 2 3 4,#,#,Kim pleaded with Mary/ Kim pleaded innocent,NP,PP(with),#,sentient,sentient,#,AGNT,Addressee,
please,#,1,2,#, The news pleased Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
pledge,2,1 3 4,#,sense 2 excluded as obscure,Kim pledged her cooperation to Mary,NP,NP,#,sentient,*,#,AGNT,THME,
pledge,2,1 3 4,#,sense 2 excluded as obscure,Kim pledged her cooperation to Mary,NP,NP,NP,sentient,sentient,*,AGNT,RCPT,THME
pledge,2,1 3 4,#,sense 2 excluded as obscure,Kim pledged her cooperation to Mary,NP,NP,PP(to),sentient,*,sentient,AGNT,THME,RCPT
plot,#,1,#,#,Kim plotted with Mary/Kim and Mary plotted,NP,#,#,sentient,#,#,AGNT,#,
plot,#,1,#,#,Kim plotted with Mary/Kim and Mary plotted,NP,PP(with),#,sentient,sentient,#,AGNT,Addressee,
plot,#,1,#,#,Kim plotted with Mary/Kim and Mary plotted,NP,PP(with),PP(about),sentient,sentient,*,AGNT,Addressee,Said
plot,#,2 3,#,#,Kim plotted the graph on a sheet of paper,NP,NP,#,sentient,image,#,AGNT,FORM,
plot,#,2 3,#,#,Kim plotted the graph on a sheet of paper,NP,NP,PP(on),sentient,image,location,AGNT,FORM,LOC
plug,2 3,1,#,"2 = phrasal

3 = rare",Kim plugged the hole with wax/Wax plugged the hole,NP,NP,#,*,location,#,THME,LOC,
plug,2 3,1,#,"2 = phrasal

3 = rare",Kim plugged the hole with wax/Wax plugged the hole,NP,NP,PP(with),animate,location,*,EFNT,LOC,THME
plug,2 3,1,#,"2 = phrasal

3 = rare",Kim plugged the hole with wax/Wax plugged the hole,NP,NP,#,animate,location,#,EFNT,LOC,
plug,2 3,4,#,#,Kim plugged her latest novel,NP,NP,#,sentient,*,#,AGNT,PTNT,
plunge,#, 4 5 6,#,#,Kim plunged her hands into the water,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
plunge,#,1,#,#,The road plunges steeply towards the sea,NP,PP,#,physobj,location,#,THME,PATH,
plunge,#,2,#,#,Kim plunged into the water,NP,#,#,animate,#,#,EFNT,#,
plunge,#,3,#,#,The price of beef plunged,NP,#,#,*,#,#,EFNT,#,
plunge,#,3,#,#,The price of beef plunged,NP,PP(in),#,*,value,#,THME,MED,
pocket,#,1 2,#,#,Kim pocketed the money,NP,NP,#,sentient,physobj,#,AGNT,THME,
point,1 5 6 8 9,1,#,senses 5 6 8 9 excluded as specialized or obscure,The handle points towards the door,NP,PP,#,physobj,location,#,EFNT,PATH,
point,5 6 8 9,1,#,senses 5 6 8 9 excluded as specialized or obscure,The handle points towards the door,NP,PP,#,physobj,location,#,EFNT,PATH,
point,1 5 6 8 9,2 4 7,#,#,The captain pointed the ship towards the shore/Kim pointed Mary in the direction of the store,NP,NP,PP,physobj,physobj,location,EFNT,PTNT,PATH
point,5 6 8 9,2 4 7,#,#,The captain pointed the ship towards the shore/Kim pointed Mary in the direction of the store,NP,NP,PP,physobj,physobj,location,EFNT,PTNT,PATH
point,1 5 6 8 9,3,#,#,Kim pointed (her finger),NP,#,#,animate,#,#,EFNT,#,
point,1 5 6 8 9,3,#,#,Kim pointed (her finger),NP,NP,#,animate,bodypart,#,EFNT,THME,
point,5 6 8 9,3,#,#,Kim pointed (her finger),NP,#,#,animate,#,#,EFNT,#,
point,5 6 8 9,3,#,#,Kim pointed (her finger),NP,NP,#,animate,bodypart,#,EFNT,THME,
poison,#,1 2 4 5,#,"additional template added to account for * subj,  abstract obj eg  the rumours poisoned their relationship",Kim poisoned the rats,NP,NP,#,*,abstract,#,EFNT,PTNT,
poison,#,1 2 4 5,#,"additional template added to account for * subj,  abstract obj eg  the rumours poisoned their relationship",Kim poisoned the rats,NP,NP,#,sentient,animate,#,AGNT,PTNT,
poison,#,3,#,#,Kim poisoned the casserole,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
polarize,#,1 2 3,#,#,The debate polarized opinions/Opinions polarized,NP,#,#,*,#,#,PTNT,#,
polarize,#,1 2 3,#,#,The debate polarized opinions/Opinions polarized,NP,NP,#,*,*,#,EFNT,PTNT,
police,#,1,#,#,The officers policed the crowds/the area,NP,NP,#,sentient,location,#,AGNT,LOC,
police,#,1,#,#,The officers policed the crowds/the area,NP,NP,#,sentient,sentient,#,AGNT,PTNT,
polish,#,1 3,#,#,Kim polished the silver,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
polish,#,2 4,#,I suspect this sense is actually phrasal,Kim polished (up) her performance,NP,NP,#,sentient,abstract,#,AGNT,THME,
poll,#,1,#,senses 2 3 4 excluded as obscure,Kim polled opinions,NP,NP,#,sentient,abstract,#,AGNT,PTNT,
ponder,#,1,#,#,Kim pondered the possibilities,NP,NP,#,sentient,*,#,AGNT,PTNT,
pool,#,1 2,#,#,Kim and Mary pooled their resources,NP,NP,PP(with),sentient,*,*,AGNT,FORM,FORM
pool,#,1 2,#,#,Kim and Mary pooled their resources,NP,NP,#,sentient,*,#,AGNT,FORM,
pop,1 4 5,2,#,"sense 1 = baseball term

sense 3 = bizarre

sense 4 = inject (rare)",Kim popped the balloon/The balloon popped,NP,NP,#,*,physobj,#,EFNT,PTNT,
pop,1 4 5,2,#,"sense 1 = baseball term

sense 3 = bizarre

sense 4 = inject (rare)",Kim popped the balloon/The balloon popped,NP,#,#,physobj,#,#,PTNT,#,
pop,1 4 5,3,#,This sense = sound emission ,The balloon popped,NP,#,#,physobj,#,#,EFNT,#,
posit,1,2,#,sense 1 excluded as very rare,Kim positted that it was true,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
posit,1,2,#,sense 1 excluded as very rare,Kim positted that it was true,NP,NP,#,sentient,info,#,AGNT,said,
posit,1,2,#,sense 1 excluded as very rare,Kim positted that it was true,NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
posit,1,2,#,sense 1 excluded as very rare,Kim positted that it was true,NP,Scomp,#,sentient,info,#,AGNT,Said,
position,#,1 2,#,#,Kim positioned the vase on the table,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
possess,#,1 2,#,#,Kim possesses three horses,NP,NP,#,*,*,#,EFNT,Ascribed,
possess,#,3,#,#,Jealousy possessed Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
post,#,1 2 6,#,senses 5 7 8 10 excluded as phrasal or obscure,Kim posted a memo,NP,NP,#,sentient,info,#,AGNT,THME,
post,#,3 4,#,#,The company posted Kim to Moscow,NP,NP,PP(to),sentient,sentient,location,AGNT,THME,LOC
post,#,9,#,#,Kim posted a parcel to Mary,NP,NP,NP,sentient,sentient,physobj,AGNT,RCPT,THME
post,#,9,#,#,Kim posted a parcel to Mary,NP,NP,#,sentient,physobj,#,AGNT,THME,
post,#,9,#,#,Kim posted a parcel to Mary,NP,NP,PP(to),sentient,physobj,location,AGNT,THME,LOC
post,#,9,#,#,Kim posted a parcel to Mary,NP,NP,PP(to),sentient,physobj,sentient,AGNT,THME,RCPT
postmark,#,1,#,#,The secretary postmarked the letter,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
postpone,#,1,#,#,Kim postponed the meeting,NP,NP,#,sentient,abstract,#,AGNT,THME,
postulate,3,1 2,#,sense 3 excluded as obscure,Kim postulated a new arrangement,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
postulate,3,1 2,#,sense 3 excluded as obscure,Kim postulated a new arrangement,NP,Scomp,#,sentient,info,#,AGNT,Said,
postulate,3,1 2,#,sense 3 excluded as obscure,Kim postulated a new arrangement,NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
postulate,3,1 2,#,sense 3 excluded as obscure,Kim postulated a new arrangement,NP,NP,#,sentient,info,#,AGNT,said,
pot,#,1,#,#,Kim potted the fern,NP,NP,#,sentient,physobj,#,AGNT,THME,
pound,2,1,#,sense 2 excluded as rare,Kim pounded the door with her fists,NP,NP,#,physobj,physobj,#,INST,THME,
pound,2,1,#,sense 2 excluded as rare,Kim pounded the door with her fists,NP,PP(at),PP(with),*,physobj,physobj,EFNT,THME,INST
pound,2,1,#,sense 2 excluded as rare,Kim pounded the door with her fists,NP,PP(at),#,*,physobj,#,EFNT,THME,
pound,2,1,#,sense 2 excluded as rare,Kim pounded the door with her fists,NP,NP,PP(with),*,physobj,physobj,EFNT,THME,INST
pound,2,1,#,sense 2 excluded as rare,Kim pounded the door with her fists,NP,NP,#,*,physobj,#,EFNT,THME,
pound,2,3 5,#,#,Kim's heart pounded,NP,#,#,bodypart,#,#,THME,#,
pound,2,4,#,#,Kim pounded her fist into the cushion,NP,NP,PP,sentient,physobj,location,AGNT,Moved,DEST
pour,#,1 4,3 5,"3 5 = figurative subsenses - same syntax, different restrictions",Kim poured milk over her cereals/Milk poured over her cereals,NP,PP,#,liquid,location,#,Moved,LOC,
pour,#,1 4,3 5,"3 5 = figurative subsenses - same syntax, different restrictions",Kim poured milk over her cereals/Milk poured over her cereals,NP,NP,#,sentient,liquid,#,AGNT,Moved,
pour,#,1 4,3 5,"3 5 = figurative subsenses - same syntax, different restrictions",Kim poured milk over her cereals/Milk poured over her cereals,NP,NP,PP,sentient,liquid,location,AGNT,Moved,LOC
pour,#,6,#,#,It poured (all day),NP,#,#,it,#,#,NOTHETA,#,
powder,#,1,#,#,Kim powdered the chalk,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
powder,#,2,#,#,Kim powdered her nose,NP,NP,#,animate,bodypart,#,AGNT,PTNT,
praise,#,1,#,#,Kim praised Mary's efforts,NP,NP,#,sentient,*,#,AGNT,THME,
pray,#,1 2,#,#,Kim prayed for a holiday,NP,PP(for),#,sentient,*,#,EXPR,THME,
preach,#,1,2,#,Kim preached sobriety to her pupils,NP,PP(to),PP(about),sentient,sentient,*,AGNT,Addressee,Said
preach,#,1,2,#,Kim preached sobriety to her pupils,NP,#,#,sentient,#,#,AGNT,#,
preach,#,1,2,#,Kim preached sobriety to her pupils,NP,PP(to),#,sentient,sentient,#,AGNT,Addressee,
preach,#,1,2,#,Kim preached sobriety to her pupils,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
preach,#,1,2,#,Kim preached sobriety to her pupils,NP,NP,#,sentient,info,#,AGNT,said,
preach,#,1,2,#,Kim preached sobriety to her pupils,NP,PP(about),#,sentient,*,#,AGNT,Said,
precede,#,1 2 3 4,#,#,Thanksgiving precedes Christmas,NP,NP,#,*,*,#,EFNT,PTNT,
predict,#,1 2,#,#,Kim predicted that Mary would come/The clouds predicted a storm to be on its way,NP,NP,VPinf,*,*,*,AGNT,THME,FORM
predict,#,1 2,#,#,Kim predicted that Mary would come/The clouds predicted a storm to be on its way,NP,Scomp(that),#,sentient,abstract,#,AGNT,Said,
prepare,#,1 2 3 4 7,#,#,Kim prepared Mary a sandwich/Kim prepared a sandwich for Mary,NP,NP,PP(for),sentient,physobj,*,AGNT,RSLT,RCPT
prepare,#,1 2 3 4 7,#,#,Kim prepared Mary a sandwich/Kim prepared a sandwich for Mary,NP,NP,NP,sentient,*,physobj,AGNT,RCPT,RSLT
prepare,#,1 2 3 4 7,#,#,Kim prepared Mary a sandwich/Kim prepared a sandwich for Mary,NP,NP,#,sentient,physobj,#,AGNT,RSLT,
prepare,#,5 6 8,#,#,The tutor prepared Kim for the exam,NP,NP,PP,sentient,sentient,abstract,AGNT,PTNT,Goal
prepare,#,5 6 8,#,#,The tutor prepared Kim for the exam,NP,NP,#,sentient,sentient,#,AGNT,PTNT,
present,#,2 4 6 7 8 10 11,#,#,Kim presented a cup to the winner/Kim presented the winner with a cup,NP,NP,PP(with),sentient,sentient,*,AGNT,RCPT,THME
present,#,2 4 6 7 8 10 11,#,#,Kim presented a cup to the winner/Kim presented the winner with a cup,NP,NP,PP(to),sentient,*,sentient,AGNT,THME,RCPT
present,#,3,#,#,Kim presented the new TV show,NP,NP,#,sentient,abstract,#,AGNT,THME,
present,#,5,#,#,A problem presented itself,NP,NPrefl,#,*,*,#,AGNT,THME,
present,#,9,#,#,Kim presented the hero as a fool,NP,NP,PP(as),sentient,*,*,AGNT,THME,THME
press,#,1 6 7,#,Senses 8 10 excluded as obscure,Kim pressed the button,NP,NP,PP,animate,physobj,location,AGNT,PTNT,PATH
press,#,1 6 7,#,Senses 8 10 excluded as obscure,Kim pressed the button,NP,NP,#,animate,physobj,#,AGNT,PTNT,
press,#,2 11,#,#,Kim pressed Mary to come,NP,NP,VPinf,sentient,sentient,action,AGNT,PTNT,RSLT
press,#,4,#,#,The crowd pressed (along the street),NPcoll,#,#,animate,#,#,EFNT,#,
press,#,5 9,#,#,This company presses records,NP,NP,#,sentient,physobj,#,AGNT,RSLT,
press,#,5 9,#,#,This company presses records,NP,NP,PP(into),sentient,subst,physobj,AGNT,MATR,RSLT
press,#,5 9,#,#,This company presses records,NP,NP,#,sentient,subst,#,AGNT,MATR,
press,#,5 9,#,#,This company presses records,NP,NP,NP,sentient,*,physobj,AGNT,RCPT,RSLT
press,#,5 9,#,#,This company presses records,NP,NP,PP(for),sentient,physobj,*,AGNT,RSLT,RCPT
pressure,#,1,2,#,Kim pressured Mary to come,NP,NP,VPinf,sentient,sentient,action,AGNT,PTNT,RSLT
presume,#,1,#,#,Kim presumed Mary the winner,NP,NP,Adj,sentient,sentient,#,AGNT,RCPT,
presume,#,1,#,#,Kim presumed Mary the winner,NP,NP,VPinf,sentient,*,*,AGNT,RCPT,THME
presume,#,1,#,#,Kim presumed Mary the winner,NP,NP,NP,sentient,*,*,AGNT,RCPT,THME
presume,#,1,#,#,Kim presumed Mary the winner,NP,Scomp,#,sentient,*,#,AGNT,Said,
pretend,#,1 2 3,#,#,Kim pretended surprise/Kim pretended to be surprised/Kim pretended she was surprised,NP,Scomp,#,sentient,*,#,AGNT,THME,
pretend,#,1 2 3,#,#,Kim pretended surprise/Kim pretended to be surprised/Kim pretended she was surprised,NP,NP,#,sentient,abstract,#,EXPR,Experienced,
pretend,#,1 2 3,#,#,Kim pretended surprise/Kim pretended to be surprised/Kim pretended she was surprised,NP,VPinf,#,sentient,*,#,AGNT,THME,
prevent,#,1,#,#,Kim prevented an accident,NP,NP,#,sentient,*,#,AGNT,PTNT,
prevent,#,2,#,#,Kim prevented Mary from going,NP,NP,PP(from),*,*,*,EFNT,PTNT,THME
price,#,1 2,#,#,Kim priced the book at $10,NP,NP,PP(at),sentient,*,value,AGNT,THME,RSLT
price,#,1 2,#,#,Kim priced the book at $10,NP,NP,#,sentient,*,#,AGNT,THME,
prick,#,1 3 5,#,#,Kim pricked the fabric with a needle,NP,NP,PP(with),animate,physobj,physobj,AGNT,PTNT,INST
prick,#,1 3 5,#,#,Kim pricked the fabric with a needle,NP,PP(at),#,animate,physobj,#,AGNT,PTNT,
prick,#,1 3 5,#,#,Kim pricked the fabric with a needle,NP,NP,#,animate,physobj,#,AGNT,PTNT,
prick,#,1 3 5,#,#,Kim pricked the fabric with a needle,NP,NP,#,physobj,physobj,#,INST,PTNT,
prick,#,2 4,#,#,Kim pricked her finger/Kim's finger pricked,NP,NP,#,animate,bodypart,#,EFCT,PTNT,
pride,#,1,#,#,Kim prides herself on her appearance,NP,NPrefl,PP(on),sentient,sentient,abstract,AGNT,PTNT,THME
print,#,1 3,#,#,Kim's company prints books on recycled paper,NP,NP,#,sentient,physobj,#,AGNT,THME,
print,#,1 3,#,#,Kim printed her name on the cover,NP,NP,#,sentient,image,#,AGNT,FORM,
print,#,1 3,#,#,Kim printed her name on the cover,NP,NP,PP(on),sentient,image,location,AGNT,FORM,LOC
print,#,1 3,#,#,Kim's company prints books on recycled paper,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
print,#,1 3,#,#,Kim's company prints books on recycled paper,NP,NP,PP,sentient,physobj,sentient,AGNT,THME,RCPT
print,#,1 3,#,#,Kim's company prints books on recycled paper,NP,NP,PP,sentient,physobj,subst,AGNT,THME,MATR
print,#,1 3,#,#,Kim printed her name on the cover,NP,PP(on),#,sentient,location,#,AGNT,LOC,
prize,#, 1 2,#,#, Kim prized her collection of victorian lacework,NP,NP,#,sentient,*,#,EXPR,Experienced,
probe,#,1 2,#,#,Police probed the neighbourhood for clues,NP,NP,PP(for),sentient,location,physobj,AGNT,LOC,THME
proceed,#,1 2 3 4 5,#,#,The meeting proceeded,NP,#,#,*,#,#,THME,#,
proclaim,#,1,#,#,Kim proclaimed Mary president/Kim proclaimed Mary to be president/Kim proclaimed Mary as president,NP,NP,PP(as),sentient,*,*,AGNT,RCPT,THME
proclaim,#,1,#,#,Kim proclaimed Mary president/Kim proclaimed Mary to be president/Kim proclaimed Mary as president,NP,NP,NP,sentient,*,*,AGNT,RCPT,THME
proclaim,#,1,#,#,Kim proclaimed Mary president/Kim proclaimed Mary to be president/Kim proclaimed Mary as president,NP,NP,VPinf,sentient,*,*,AGNT,RCPT,THME
proclaim,#,2 3,4,#,Kim proclaimed the news to John,NP,NP,#,sentient,info,#,AGNT,said,
proclaim,#,2 3,4,#,Kim proclaimed the news to John,NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
